FullName,Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,BestPosition,Club,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Top_5_league
Filip Sachpekidis,24,180,76,63,68,5,1684,360,0,Kalmar FF,1,2,3,2,2,66,61,58,68,41,66,47,61,49,64,54,66,55,48,55,66,68,65,78,64,80,65,76,74,63,64,59,40,53,63,40,65,41,40,38,8,9,14,7,10,63,62,63,63,63,62,65,64,63,64,56,56,56,54,51,54,17,0
Niilo Mäenpää,24,182,75,63,66,3,1685,365,4,Warta Poznań,1,2,2,2,2,72,50,62,61,56,64,56,48,61,66,37,57,58,42,62,63,68,76,67,70,61,54,55,75,61,55,59,58,57,65,41,68,53,58,53,7,6,14,14,8,61,61,61,61,61,61,64,65,65,65,64,64,64,64,61,64,18,0
Jonatan Carmona Álamo,20,175,64,63,77,14,1645,343,2,Elche CF,1,3,3,2,2,63,45,62,65,61,47,52,41,58,70,46,66,50,45,67,63,63,63,63,64,74,56,64,54,36,41,63,59,41,63,55,55,64,59,62,6,11,8,10,8,55,58,58,58,58,58,62,62,63,62,63,64,63,63,61,63,17,1
Noah Ohio,19,183,89,63,77,14,1526,344,13,Standard de Liège,1,3,2,0,2,88,62,44,62,25,63,37,64,57,51,49,62,48,42,35,60,89,88,76,53,62,68,68,55,78,59,35,20,55,47,50,50,20,24,22,14,7,12,10,9,65,60,61,61,61,60,60,60,51,60,46,41,46,44,41,44,17,0
Oli Shaw,24,188,72,63,67,4,1458,316,13,Kilmarnock,1,3,2,2,1,69,61,46,62,21,57,28,65,62,58,54,62,48,32,43,64,71,68,59,63,61,60,69,63,65,54,26,19,63,48,62,51,17,14,18,8,10,5,11,8,65,59,62,62,62,59,61,60,55,60,44,42,44,42,38,42,17,0
Jesús Rodríguez Ortuño,24,173,65,63,69,6,1523,316,6,Granada CF,1,3,3,0,1,72,58,59,64,23,40,64,56,36,61,51,64,60,51,56,63,76,68,74,55,70,61,58,56,30,63,39,18,61,52,54,60,23,22,27,12,10,9,9,14,59,63,61,61,61,63,63,64,57,64,49,43,49,46,35,46,18,0
Soo Bin Lee,22,180,70,63,76,13,1620,344,4,Pohang Steelers,1,4,3,2,2,56,48,58,65,57,60,33,47,48,68,33,66,50,40,68,67,59,53,59,63,72,47,64,65,59,53,53,61,60,66,37,57,55,59,53,11,12,13,11,15,58,59,60,60,60,59,65,62,67,62,60,64,60,59,60,59,20,0
Miguel Maria Mariano Falé,18,178,78,63,78,15,1677,359,10,SC Braga,1,3,3,0,2,73,58,59,65,42,62,57,61,53,61,53,67,57,43,60,62,74,73,71,65,70,60,63,61,69,46,45,35,62,61,62,57,39,45,47,10,10,14,14,7,64,63,63,63,63,63,65,66,61,66,57,55,57,56,52,56,18,0
Dominik Schmid,24,182,73,63,69,6,1750,371,4,Grasshopper Club Zürich,1,5,3,2,2,75,49,63,62,53,69,57,40,50,64,55,60,69,65,66,62,77,73,70,56,70,66,70,81,67,51,57,54,54,65,45,57,53,52,56,13,8,7,10,7,59,60,59,59,59,60,63,64,64,64,63,62,63,62,59,62,16,0
Nicky Featherstone,33,170,71,63,63,0,1730,358,2,Hartlepool United,1,3,2,2,0,47,59,62,62,58,70,62,58,56,63,44,61,63,56,63,63,48,47,61,61,72,62,51,83,70,62,60,56,59,62,61,65,60,59,55,8,12,10,11,11,61,59,60,60,60,59,63,63,63,63,63,63,63,62,61,62,18,0
Luis Melo,30,170,70,63,63,0,1709,376,2,Hermanos Colmenarez,1,3,3,2,0,75,57,57,61,59,67,36,51,45,65,35,60,61,68,55,65,68,80,58,57,49,66,56,66,70,62,61,65,59,62,70,60,58,62,58,5,11,6,9,10,61,60,61,61,61,60,63,62,63,62,62,63,62,62,63,62,16,0
Karol Knap,20,180,71,63,74,11,1687,358,2,Cracovia,1,3,2,2,2,63,51,56,58,61,69,39,45,51,63,39,55,56,57,60,63,63,63,55,55,69,56,66,73,69,62,65,62,55,55,51,60,60,64,61,13,12,11,9,10,57,56,57,57,57,56,60,59,62,59,62,64,62,62,64,62,18,0
Matthew Garbett,20,188,75,63,76,13,1690,365,0,Torino F.C.,1,3,3,2,2,68,58,60,66,51,62,52,58,50,65,50,66,54,52,60,66,71,66,71,58,69,58,52,64,59,57,68,48,62,61,59,63,48,55,53,7,7,8,10,6,62,63,63,63,63,63,65,65,63,65,60,60,60,59,57,59,15,1
Laorent Shabani,22,175,71,63,71,8,1700,371,10,IFK Norrköping,1,3,3,0,2,80,52,59,65,53,62,57,49,44,62,48,64,56,48,55,63,81,79,78,52,72,60,65,73,58,53,58,52,57,63,46,60,56,54,54,12,6,9,6,10,59,62,61,61,61,62,64,65,62,65,63,60,63,61,57,61,15,0
Andrei Șerban,21,173,65,63,70,7,1520,333,6,AFC Chindia Târgoviște,1,3,3,0,1,88,56,56,64,25,44,57,55,34,58,39,61,64,41,52,62,83,92,82,53,83,58,47,65,40,59,26,18,57,57,53,58,24,28,21,8,10,15,6,12,59,63,61,61,61,63,63,64,56,64,50,43,50,47,35,47,16,0
Aidan Morris,20,178,72,63,72,9,1680,366,1,Columbus Crew,1,4,2,2,2,70,51,53,60,62,70,37,49,49,62,43,58,52,48,58,59,68,71,71,60,68,63,63,69,71,42,72,54,56,52,50,63,66,66,64,6,8,11,9,5,59,57,58,58,58,57,60,60,60,60,62,64,62,62,65,62,15,0
George Thomason,21,177,69,63,72,9,1682,359,4,Bolton Wanderers,1,2,2,0,0,64,53,59,63,56,64,45,54,41,66,43,61,49,42,65,63,69,60,69,61,72,54,72,68,60,56,67,57,56,64,40,60,57,59,56,13,8,13,7,15,59,60,60,60,60,60,64,63,65,63,61,64,61,60,60,60,18,0
Gabriel Veiga Novas,20,184,77,63,75,12,1556,345,0,RC Celta de Vigo,1,2,3,2,2,67,61,58,65,40,54,37,64,44,70,40,66,45,38,68,65,67,67,64,58,65,67,46,52,60,57,43,38,54,59,45,59,34,46,42,13,14,13,6,9,62,61,62,62,62,61,65,63,63,63,53,55,53,52,49,52,18,1
Beyhan Ametov,23,179,75,63,69,6,1532,330,10,SV Meppen,1,4,2,0,1,74,60,53,66,23,54,55,63,32,58,62,65,65,40,33,62,78,71,82,65,80,60,69,70,56,57,25,16,60,55,45,51,18,28,28,5,6,6,7,10,62,63,62,62,62,63,63,64,55,64,50,43,50,47,37,47,15,0
Ernest Terpiłowski,20,176,70,63,72,9,1609,354,0,Widzew Łódź,1,3,3,2,0,86,59,56,62,25,66,42,59,53,63,54,60,54,42,45,62,86,86,76,52,72,62,73,73,66,55,54,17,64,68,59,61,24,23,20,7,10,7,9,12,64,63,63,63,63,63,65,64,58,64,49,46,49,46,41,46,16,0
Joshua Bitter,25,185,83,63,66,3,1537,335,1,MSV Duisburg,1,3,2,0,2,65,32,51,52,61,74,55,22,62,62,36,48,35,35,52,54,66,65,57,60,62,50,63,69,83,33,60,60,40,37,42,45,61,63,60,7,7,15,6,10,51,50,48,48,48,50,51,54,54,54,62,62,62,63,65,63,16,0
Josef Weberbauer,24,173,69,63,67,4,1573,338,12,SV Ried,1,2,2,0,2,75,27,59,62,58,57,65,22,43,61,24,61,60,30,60,59,79,72,74,53,79,28,69,64,53,28,57,58,50,54,38,53,56,65,61,8,11,10,9,12,48,56,52,52,52,56,57,61,59,61,64,61,64,63,60,63,17,0
Brandon Servania,23,178,73,63,70,7,1705,367,2,FC Dallas,1,2,2,2,2,68,50,60,65,61,63,55,46,54,65,47,64,57,51,60,66,67,69,66,62,66,60,61,64,64,52,58,59,49,60,47,61,63,64,58,6,15,9,8,13,59,60,59,59,59,60,63,63,63,63,64,64,64,64,63,64,18,0
Ronan Finn,34,185,71,63,63,0,1747,366,12,Shamrock Rovers,1,3,3,0,0,58,58,61,63,55,71,58,55,55,65,54,63,53,57,62,64,55,61,67,59,60,62,61,83,68,63,65,53,58,61,58,64,55,57,54,16,11,13,10,11,62,61,61,61,61,61,63,63,63,63,63,63,63,61,60,61,19,0
Lee O'Connor,21,178,75,63,68,5,1784,377,4,Tranmere Rovers,1,3,2,1,0,70,53,60,64,61,69,56,50,59,63,43,62,56,47,62,63,72,69,70,61,77,58,78,81,65,58,61,62,59,61,48,67,60,62,64,12,12,11,8,14,61,61,61,61,61,61,64,65,65,65,66,65,66,66,65,66,19,0
Alex Samuel,26,183,70,63,63,0,1670,360,13,Ross County FC,1,3,3,2,0,82,61,51,64,33,69,48,62,58,55,57,63,46,43,44,62,81,83,74,57,72,61,79,79,66,58,60,28,63,56,62,59,30,32,27,8,14,15,12,15,63,62,62,62,62,62,63,63,57,63,52,49,52,51,47,51,19,0
Conor Wilkinson,27,191,77,63,63,0,1669,361,13,Walsall,1,3,3,0,2,76,63,57,63,32,70,56,62,57,57,57,64,62,57,52,63,75,76,68,58,59,67,65,74,70,62,67,23,60,58,63,61,26,39,25,7,13,14,7,6,63,63,63,63,63,63,63,63,59,63,52,50,52,50,47,50,16,0
Yvandro Borges Sanches,18,175,67,63,81,18,1731,367,10,Borussia Mönchengladbach,1,2,3,2,0,75,57,64,61,53,57,64,57,54,67,58,64,63,64,66,54,76,74,68,52,66,56,60,64,49,56,68,52,58,56,59,57,54,52,52,10,10,5,13,10,60,62,60,60,60,62,63,64,61,64,61,59,61,60,57,60,17,1
Andrea Cagnano,24,180,83,63,69,6,1520,335,5,Como,1,3,2,2,2,67,33,53,55,58,69,56,30,48,63,34,52,37,42,51,56,66,68,67,62,62,31,54,72,75,35,54,64,39,40,46,44,57,57,59,7,9,7,9,11,49,52,49,49,49,52,53,57,56,57,63,61,63,63,61,63,17,0
Tihomir Kostadinov,26,180,75,63,66,3,1569,340,10,Piast Gliwice,1,3,3,2,2,67,58,63,64,33,55,64,59,36,65,42,65,62,42,60,66,64,69,60,57,66,58,59,64,55,58,42,28,62,64,54,64,35,33,34,10,9,8,6,13,60,63,62,62,62,63,65,66,62,66,54,51,54,51,43,51,17,0
Jack McGlynn,18,180,73,63,75,12,1671,356,4,Philadelphia Union,1,3,2,0,0,70,48,65,64,51,58,53,43,48,69,41,62,66,72,67,64,71,69,68,59,72,53,60,64,56,59,55,49,55,65,31,63,44,60,54,5,7,12,13,5,58,61,60,60,60,61,64,64,65,64,61,61,61,60,57,60,15,0
Florian Heister,25,179,75,63,66,3,1751,381,10,Viktoria Köln,1,3,2,0,2,88,52,59,67,53,62,64,51,45,63,53,65,55,42,56,66,90,87,80,58,80,60,81,70,63,44,45,50,54,54,55,53,54,58,52,13,13,14,10,6,61,64,61,61,61,64,64,66,61,66,64,60,64,63,58,63,18,0
Fredrik Sjølstad,28,187,78,63,64,1,1617,352,2,Hamarkameratene,1,3,2,2,2,70,41,55,60,59,67,41,28,50,62,36,60,34,42,62,62,67,73,61,59,54,55,71,65,69,51,63,61,60,61,46,58,60,60,58,7,10,8,12,9,56,56,57,57,57,56,61,60,62,60,61,64,61,62,63,62,17,0
Ibrahim Cissoko,19,179,69,63,77,14,1591,343,10,N.E.C. Nijmegen,1,4,4,2,2,79,59,58,63,31,53,58,59,50,61,50,61,59,55,58,60,77,80,85,59,68,63,49,53,57,55,43,17,61,54,58,50,34,30,33,9,6,11,9,9,62,63,61,61,61,63,63,64,57,64,51,47,51,49,43,49,16,0
Junior Flemmings,26,183,77,63,64,1,1507,329,7,Toulouse Football Club,1,3,3,2,2,65,66,58,62,30,48,60,67,47,64,58,65,52,42,50,64,66,65,57,47,59,74,37,40,60,61,32,28,65,58,53,55,26,30,28,14,11,10,11,6,64,63,63,63,63,63,64,63,57,63,48,46,48,46,41,46,16,1
Rauno Sappinen,26,177,73,63,65,2,1451,302,13,Piast Gliwice,1,3,2,0,2,57,62,46,62,20,55,31,67,64,61,55,58,37,32,40,65,62,52,60,66,80,58,70,49,64,56,34,17,67,43,63,62,19,10,17,10,6,10,14,14,65,58,61,61,61,58,61,58,53,58,41,41,41,39,38,39,19,0
Ángel Baena Pérez,21,175,68,63,75,12,1598,339,10,CD Lugo,1,3,3,0,2,78,53,59,64,28,57,63,52,32,63,49,64,61,48,54,60,76,80,75,58,78,60,64,56,56,49,61,23,65,54,48,59,23,34,32,13,13,14,11,9,60,63,61,61,61,63,63,64,57,64,52,48,52,49,42,49,19,0
Nishan Burkart,22,175,70,63,70,7,1605,346,13,FC Winterthur,1,4,3,0,2,77,61,54,64,27,63,58,64,61,58,54,63,55,45,50,61,79,76,75,61,76,61,63,66,62,55,62,15,64,46,54,61,36,15,22,12,13,6,6,11,65,63,62,62,62,63,62,64,55,64,49,45,49,47,42,47,18,0
Hélder Luís Vieira Tavares,32,178,74,63,63,0,1693,353,2,FC Voluntari,1,2,2,2,0,52,55,58,60,61,67,51,51,59,63,50,57,48,42,60,61,53,51,67,61,72,66,59,72,65,56,67,61,59,59,52,62,59,63,61,12,6,8,8,14,60,57,58,58,58,57,61,60,63,60,62,63,62,62,63,62,18,0
Robbie McKenzie,23,184,75,63,70,7,1667,357,1,Gillingham,1,2,2,0,0,61,47,57,57,62,73,48,39,61,62,38,58,49,54,58,60,55,66,46,62,52,63,73,73,74,49,71,60,57,58,43,56,62,63,63,8,8,13,10,11,58,56,57,57,57,56,59,60,62,60,63,65,63,63,66,63,17,0
Zakaria Sami,29,186,75,63,63,0,1613,345,1,Abha Club,1,3,2,2,2,48,47,54,56,60,80,46,41,64,60,39,54,45,33,56,62,45,50,47,57,49,57,83,82,81,50,74,60,55,55,40,55,60,60,56,9,12,7,15,9,57,53,54,54,54,53,57,57,61,57,61,63,61,61,63,61,18,0
Uros Milovanović,21,190,77,63,75,12,1420,300,13,Real Sporting de Gijón,1,5,3,2,2,58,64,48,58,20,52,34,66,67,62,50,60,37,48,42,57,58,58,55,67,50,63,60,53,62,64,25,11,64,44,63,47,16,18,10,8,9,14,11,14,65,58,61,61,61,58,60,58,54,58,41,40,41,39,36,39,19,0
Lee Angol,27,187,75,63,63,0,1658,357,13,Bradford City,1,3,3,2,2,78,61,56,63,30,69,54,62,59,58,53,63,58,59,49,62,78,78,68,55,70,65,80,72,75,55,45,30,61,57,62,60,30,23,24,10,8,16,10,9,63,62,62,62,62,62,63,63,57,63,51,48,51,49,45,49,17,0
Oskar Zawada,26,192,83,63,65,2,1545,339,13,Wellington Phoenix,1,3,2,2,2,74,59,51,58,26,71,41,58,65,57,59,57,53,39,49,62,73,75,57,59,50,67,55,66,81,54,58,22,61,56,61,49,20,23,22,10,7,7,15,6,65,59,61,61,61,59,61,61,56,61,47,46,47,45,44,45,17,0
Antoine Valério,22,185,75,63,72,9,1702,363,0,Rodez Aveyron Football,1,2,3,2,2,66,50,61,67,57,62,47,47,55,70,45,67,61,54,65,68,69,63,70,59,61,63,69,61,63,45,60,56,58,60,48,61,56,59,53,8,13,10,8,11,61,61,61,61,61,61,65,64,65,64,61,63,61,61,61,61,17,0
Diego Collado Raya,21,183,71,63,74,11,1592,331,13,Villarreal Club de Fútbol B,1,4,3,0,2,64,66,58,62,31,50,56,67,58,60,57,64,57,59,58,61,65,64,65,57,62,66,55,62,52,65,29,25,69,57,60,51,31,28,29,11,6,14,9,14,65,62,63,63,63,62,64,64,59,64,50,47,50,48,42,48,17,0
Dominic Samuel,28,182,89,63,63,0,1657,360,13,Ross County FC,1,3,3,2,1,75,62,52,62,38,71,49,63,62,59,57,62,62,40,42,63,76,74,64,58,60,62,75,68,76,59,60,30,59,51,64,58,44,31,28,15,7,16,15,6,63,61,62,62,62,61,62,62,56,62,52,50,52,51,50,51,18,0
Marino Defendi,36,176,73,63,63,0,1825,379,10,Ternana,1,3,3,0,2,74,57,63,67,55,63,59,50,58,66,50,65,68,61,65,64,78,71,78,63,75,64,86,74,58,64,58,54,65,59,62,69,52,59,55,13,8,6,10,7,63,63,63,63,63,63,63,63,63,63,63,63,63,63,60,63,17,0
Pyry Soiri,27,183,63,63,63,0,1631,358,7,HJK Helsinki,1,3,3,0,2,77,59,56,63,46,57,58,59,43,58,52,63,49,40,55,64,78,76,68,56,68,67,49,60,56,52,56,47,64,56,55,53,46,46,44,11,12,10,6,7,62,63,62,62,62,63,63,63,59,63,58,55,58,57,52,57,16,0
Juan Carlos Arana Gómez,22,182,71,63,72,9,1586,326,13,Villarreal Club de Fútbol B,1,3,3,0,1,63,66,52,59,33,53,39,68,67,59,58,59,45,55,54,58,63,63,65,59,65,66,68,59,57,60,33,20,68,51,70,48,25,36,36,14,13,9,10,14,65,59,61,61,61,59,61,60,57,60,47,46,47,47,44,47,20,0
Joshua Kayode,22,191,75,63,70,7,1543,341,13,Milton Keynes Dons,1,3,2,0,2,73,61,52,62,23,70,51,62,59,57,54,63,45,41,40,61,69,77,65,61,60,63,57,73,79,58,48,22,62,56,55,59,17,18,17,11,14,9,12,7,65,61,62,62,62,61,62,63,56,63,48,44,48,45,41,45,18,0
Allan Arigoni,23,184,80,63,71,8,1654,367,9,FC Lugano,1,2,2,2,0,90,38,50,60,58,71,50,28,58,55,35,59,41,36,54,56,91,90,83,53,59,53,87,71,70,41,70,57,57,46,40,52,58,60,56,8,9,7,9,7,56,57,55,55,55,57,57,60,56,60,63,60,63,63,63,63,15,0
Vasilis Zagaritis,21,178,68,63,74,11,1610,347,5,Parma,1,2,2,2,2,77,42,49,60,59,60,55,33,53,53,41,58,50,34,51,55,74,80,70,63,78,58,59,72,56,45,53,59,53,37,37,57,61,60,58,13,9,9,10,13,55,55,54,54,54,55,55,59,55,59,63,59,63,63,60,63,19,0
Thomas Santos,23,174,65,63,70,7,1646,363,10,AC Horsens,1,3,2,2,2,85,52,56,61,47,62,60,51,40,60,54,58,49,47,54,61,83,86,70,58,82,59,64,68,63,46,51,48,58,52,45,56,49,50,39,5,8,10,10,8,60,61,59,59,59,61,61,64,59,64,60,56,60,58,53,58,15,0
Pathé Mboup,19,175,70,63,78,15,1519,334,7,Olympique Lyonnais,1,3,2,2,2,83,62,51,67,22,49,54,61,32,52,55,66,54,35,48,66,82,83,78,52,80,72,45,50,55,60,32,18,58,51,56,54,21,21,23,13,11,13,11,11,62,63,62,62,62,63,62,63,54,63,47,41,47,44,35,44,18,1
Mikael Norø Ingebrigtsen,25,170,68,63,64,1,1726,361,11,Odds BK,1,2,3,2,1,79,62,54,66,42,58,54,63,44,57,51,63,54,55,49,64,82,77,89,55,85,65,85,65,55,61,49,43,59,52,63,53,40,43,41,15,15,14,10,9,63,63,62,62,62,63,63,63,58,63,57,53,57,55,50,55,19,0
Bongokuhle Hlongwane,22,182,75,63,71,8,1684,364,13,Minnesota United FC,1,3,3,0,0,75,63,51,65,46,64,48,65,63,58,54,65,45,38,35,63,73,77,67,64,73,59,76,73,68,62,39,34,65,60,68,58,44,50,42,8,13,11,14,10,66,63,64,64,64,63,64,64,59,64,57,53,57,56,54,56,19,0
Lucas Akins,33,185,79,63,63,0,1817,389,13,Mansfield Town,1,3,3,0,0,71,62,59,63,52,82,61,59,57,61,54,63,58,54,56,59,75,67,68,61,73,69,78,84,85,60,72,53,61,55,69,60,50,53,50,11,12,12,6,11,63,62,62,62,62,62,63,63,62,63,63,61,63,61,61,61,18,0
Liam Polworth,27,179,70,63,63,0,1779,373,10,Kilmarnock,1,4,3,2,1,66,59,65,64,57,62,65,59,50,66,58,63,68,65,65,64,64,68,69,59,74,60,52,71,60,59,59,58,59,63,60,62,59,55,57,12,7,11,13,7,62,63,62,62,62,63,63,63,63,63,63,63,63,63,60,63,17,0
Mika Schroers,20,181,74,63,72,9,1645,343,13,Borussia Mönchengladbach,1,3,2,2,2,67,65,62,64,37,48,63,65,63,64,68,64,69,56,57,65,66,67,68,49,74,64,50,54,47,65,42,40,61,59,68,51,38,28,28,9,6,11,6,11,64,63,62,62,62,63,64,64,60,64,52,50,52,50,45,50,15,1
Felix Higl,25,194,83,63,68,5,1496,337,13,VfL Osnabrück,1,3,2,2,2,64,61,55,58,27,72,54,65,66,64,46,61,30,39,40,62,54,72,52,50,41,66,63,70,83,55,49,24,59,60,53,43,24,20,19,13,7,14,8,13,65,60,61,61,61,60,61,62,56,62,48,46,48,45,44,45,17,0
Adrià Vilanova Chaure,25,185,74,63,70,7,1417,305,1,FC Andorra,1,3,2,2,2,59,29,46,43,63,65,28,20,65,64,29,34,34,26,46,48,59,59,47,60,59,54,69,63,68,24,57,62,26,38,37,50,54,69,68,5,8,9,15,13,46,41,43,43,43,41,46,46,51,46,58,61,58,61,65,61,18,0
Antonio Raimondo,18,185,75,63,79,16,1596,341,0,Bologna,1,2,3,2,2,66,61,61,68,28,57,59,63,65,67,49,71,70,48,58,68,63,69,65,56,67,65,58,54,60,56,52,28,57,56,68,65,19,27,21,7,5,8,10,7,65,64,63,63,63,64,65,65,60,65,50,48,50,47,43,47,15,1
Sander Christiansen,21,185,75,63,71,8,1717,362,10,Sarpsborg 08 FF,1,3,2,2,2,64,52,64,64,59,59,64,53,58,66,50,64,57,57,65,65,66,63,62,60,61,58,59,62,60,45,54,56,58,63,50,66,57,63,64,9,13,9,12,14,61,62,61,61,61,62,64,65,64,65,64,64,64,64,62,64,19,0
Tim Björkström,31,181,79,63,63,0,1636,344,1,IK Sirius,1,2,2,2,0,64,38,55,56,61,70,54,34,57,62,38,54,55,40,56,56,60,67,62,64,64,52,81,69,72,34,65,60,45,49,35,54,62,61,60,12,10,15,15,16,54,53,52,52,52,53,55,58,58,58,63,63,63,63,63,63,21,0
Justin Steinkötter,22,184,75,63,70,7,1567,339,13,1. FC Saarbrücken,1,4,2,2,1,80,62,51,59,27,60,50,63,61,60,56,57,48,38,40,58,81,80,71,62,70,66,71,64,58,56,57,20,62,50,58,52,30,21,17,7,12,8,9,6,65,61,61,61,61,61,61,62,54,62,48,44,48,46,42,46,16,0
Raul Josè Asencio Moraes,24,187,78,63,68,5,1496,326,13,Cittadella,1,3,2,0,2,69,60,51,61,24,61,39,64,68,63,47,60,44,36,43,61,70,69,71,59,52,58,70,57,70,55,42,25,63,52,61,65,19,18,15,9,9,7,9,11,65,60,61,61,61,60,62,60,55,60,45,44,45,43,41,43,17,0
Billy Koumetio,19,195,81,63,77,14,1445,317,1,FK Austria Wien,1,3,2,2,2,64,32,43,44,61,73,33,29,65,51,28,33,36,28,50,53,63,65,54,55,48,45,73,58,82,23,68,59,31,40,40,53,57,64,60,14,11,6,14,9,48,43,43,43,43,43,46,47,49,47,56,59,56,59,65,59,18,0
Luis Sánchez,21,171,66,63,72,9,1673,363,0,América de Cali,1,3,3,2,2,67,61,59,69,43,64,48,63,25,61,39,72,61,62,60,65,64,70,81,68,70,60,52,74,66,64,48,40,60,65,56,51,42,52,41,11,6,12,8,7,62,64,64,64,64,64,67,66,65,66,58,58,58,55,50,55,17,0
Kristoffer Ødemarksbakken,26,181,72,63,64,1,1655,357,6,Aalesunds FK,1,3,3,2,2,73,57,57,63,48,59,56,58,46,60,48,64,54,46,56,62,73,73,69,54,64,58,56,67,57,55,57,48,60,58,48,60,48,50,48,8,15,13,13,13,61,62,61,61,61,62,63,64,60,64,59,57,59,58,54,58,19,0
Omar Bugiel,28,185,80,63,63,0,1623,352,13,Sutton United,1,4,2,2,2,67,60,50,59,37,79,42,61,64,58,52,59,49,41,41,62,66,68,54,61,58,66,91,71,85,56,70,29,63,55,57,56,36,38,27,12,5,7,13,6,63,59,61,61,61,59,61,61,57,61,51,51,51,50,52,50,17,0
Dennis Olsson,27,181,75,63,64,1,1681,366,8,GIF Sundsvall,1,2,2,2,2,74,54,55,59,57,67,60,51,48,56,29,57,55,56,53,58,73,74,72,55,69,68,70,78,64,60,60,57,52,49,35,48,58,59,59,8,8,8,8,14,59,58,57,57,57,58,58,61,58,61,63,60,63,63,60,63,16,0
Nico Ochojski,23,182,73,63,70,7,1665,359,9,Sportclub Verl,1,3,2,2,2,76,47,55,58,58,65,58,40,48,59,40,56,52,48,57,55,75,76,75,57,67,62,72,74,60,53,62,56,44,48,36,48,57,62,59,8,14,13,14,8,55,56,54,54,54,56,57,59,58,59,63,61,63,63,61,63,18,0
Michel Niemeyer,26,178,71,63,64,1,1657,373,7,Rot-Weiß Essen,1,3,3,2,2,80,56,58,68,52,59,64,64,40,66,36,67,41,35,44,67,78,82,78,60,78,60,63,73,58,40,44,52,60,57,50,53,55,51,54,7,8,9,6,10,63,64,64,64,64,64,64,64,61,64,64,59,64,63,56,63,16,0
Filip Koperski,18,187,74,63,77,14,1596,345,9,Lechia Gdańsk,1,3,2,0,2,67,46,58,57,60,57,60,44,58,62,45,57,48,40,58,56,65,69,56,61,65,53,52,63,57,41,53,58,48,56,51,60,60,61,58,6,12,8,9,6,56,56,55,55,55,56,58,60,59,60,63,61,63,63,61,63,16,0
Tomi Jurić,30,191,85,63,63,0,1659,352,13,Melbourne Victory,1,4,3,2,1,65,64,53,60,39,71,49,63,60,57,61,61,45,60,50,61,60,69,58,58,55,68,68,50,85,61,65,37,64,52,76,62,36,38,36,11,9,14,8,14,63,60,61,61,61,60,61,60,57,60,51,52,51,50,53,50,18,0
Agostino Camigliano,27,188,82,63,65,2,1213,263,1,Cosenza,1,3,2,1,0,53,16,30,37,66,61,11,13,67,45,11,22,16,20,40,45,48,57,44,59,68,26,70,42,73,11,54,62,14,19,25,65,66,68,65,13,14,10,6,9,37,31,32,32,32,31,35,35,40,35,51,56,51,56,65,56,18,0
Christos Gravius,24,181,72,63,67,4,1703,357,4,Degerfors IF,1,2,3,2,2,63,51,64,65,52,62,55,43,34,66,59,62,64,66,65,65,62,64,75,61,74,64,52,76,59,52,53,55,62,67,48,65,52,55,50,9,6,10,10,8,58,61,60,60,60,61,64,64,65,64,62,62,62,60,56,60,16,0
Florin Purece,30,182,73,63,63,0,1704,360,0,Universitatea Cluj,1,3,3,2,2,64,63,66,65,42,60,62,62,32,68,58,66,64,67,65,64,61,66,73,63,60,64,44,68,58,67,60,51,62,68,58,61,50,35,35,15,11,9,11,7,62,63,63,63,63,63,63,63,63,63,59,59,59,55,50,55,19,0
Marcos Luna Luna Ruiz,19,183,80,63,75,12,1516,332,1,Real Zaragoza,1,3,2,0,2,66,35,44,52,65,70,54,34,60,49,30,59,37,36,34,40,65,66,52,58,61,35,64,73,74,32,60,60,50,38,47,44,65,69,66,14,5,6,13,10,51,50,48,48,48,50,49,53,50,53,62,58,62,63,65,63,18,0
Nico Rieble,26,183,80,63,64,1,1651,361,5,SV Wehen Wiesbaden,1,4,2,2,2,72,42,55,60,60,72,57,33,62,56,37,59,48,42,61,58,70,73,66,60,63,61,83,71,74,46,65,57,40,51,37,62,58,62,60,7,9,7,6,12,55,55,54,54,54,55,56,59,58,59,63,62,63,63,64,63,16,0
Gabriel Enache,31,178,73,63,63,0,1758,378,9,FC U Craiova 1948,1,3,3,2,2,72,60,62,61,59,64,62,56,54,63,56,61,63,62,61,61,70,73,70,56,62,66,48,62,66,63,64,56,59,59,59,53,57,63,59,7,13,8,11,8,63,62,61,61,61,62,63,63,62,63,63,62,63,63,62,63,17,0
